CohortMonth,1,2,4,8,9,12
2016-09,2.0,,,,,
2016-10,19.0,,,,,
2017-01,62.0,,,,,
2017-02,114.0,,,,,
2017-03,186.0,,,,1.0,
2017-04,140.0,,,,,
2017-05,230.0,,,,,
2017-06,185.0,,,,,
2017-07,238.0,,,,,
2017-08,286.0,,,,,
2017-09,255.0,,,,1.0,1.0
2017-10,266.0,,,1.0,,
2017-11,508.0,,,,,
2017-12,347.0,,,,1.0,
2018-01,458.0,,1.0,,,
2018-02,422.0,,,,,
2018-03,438.0,,,,,
2018-04,425.0,,,,,
2018-05,423.0,1.0,,,,
2018-06,420.0,,,,,
2018-07,409.0,,,,,
2018-08,428.0,,,,,
2018-09,2.0,,,,,
