product_id,category,units_sold,orders,sellers,revenue,freight,avg_price,median_price,avg_freight,avg_review_score,late_delivery_rate,avg_delivery_days,product_weight_g,product_volume_cm3,product_photos_qty,product_description_length,gross_sales_with_freight,freight_to_revenue_ratio,product_segment
006508eabcc19ae52ed87323124ad0e9,construction_tools_safety,1,1,1,34.89,44.34,34.89,34.89,44.34,5.0,0.0,6.180428240740741,246.0,6270.0,2.0,984.0,79.23,1.2708512467755804,Logistics-Sensitive Products
006619bbed68b000c8ba3f8725d5409e,health_beauty,1,1,1,68.5,18.36,68.5,68.5,18.36,5.0,0.0,7.674305555555556,150.0,1680.0,1.0,569.0,86.86,0.26802919708029194,Long-Tail Stable Products
0067f97995b0c3a86739734dc87ee6b6,fashion_bags_accessories,1,1,1,79.0,14.31,79.0,79.0,14.31,4.0,0.0,17.975902777777776,200.0,352.0,1.0,412.0,93.31,0.18113924050632912,Long-Tail Stable Products
006baa9a5b8f95895f15273a35bc2664,sports_leisure,3,3,1,299.70000000000005,55.63,99.90000000000002,99.9,18.543333333333333,4.333333333333333,0.0,12.585844907407408,950.0,13500.0,2.0,223.0,355.33000000000004,0.18561895228561892,Long-Tail Stable Products
006c67546bfe73c33b83f6bd1ad58c36,auto,1,1,1,59.9,20.84,59.9,59.9,20.84,5.0,1.0,18.191689814814815,4550.0,20539.0,6.0,703.0,80.74,0.34791318864774623,Long-Tail Stable Products
00716e5593e8eea55dbe7a29b72a70bc,diapers_and_hygiene,1,1,1,37.0,13.71,37.0,37.0,13.71,4.0,0.0,20.769548611111112,250.0,8000.0,1.0,326.0,50.71,0.3705405405405406,Long-Tail Stable Products
00738f5a17ec4450e88915357b085c1e,toys,1,1,1,23.9,10.96,23.9,23.9,10.96,5.0,0.0,9.352361111111112,600.0,5610.0,2.0,670.0,34.86,0.45857740585774065,Logistics-Sensitive Products
0075c14603d80515e20908c156ceb47b,sports_leisure,2,2,1,99.8,36.46,49.9,49.9,18.23,4.0,0.0,8.539652777777778,150.0,4608.0,2.0,329.0,136.26,0.3653306613226453,Long-Tail Stable Products
007c63ae4b346920756b5adcad8095de,housewares,6,6,1,463.95,99.86,77.325,79.99,16.643333333333334,5.0,0.0,12.57950038580247,2800.0,27000.0,1.0,808.0,563.81,0.21523871106800302,Star Revenue Products
0081787b18cce4acc2d1adec4520d7ba,construction_tools_safety,1,1,1,521.9,26.52,521.9,521.9,26.52,3.0,0.0,12.264085648148148,1340.0,12096.0,1.0,841.0,548.42,0.050814332247557006,Quality-Risk Products
0082684bb4a60a862baaf7a60a5845ed,unknown,1,1,1,39.9,15.1,39.9,39.9,15.1,4.0,0.0,12.232557870370371,500.0,1440.0,1.0,595.0,55.0,0.37844611528822053,Long-Tail Stable Products
0085dddda27567189f1dfd1eda7c286e,bed_bath_table,1,1,1,179.8,18.51,179.8,179.8,18.51,5.0,0.0,12.633530092592592,1800.0,9600.0,1.0,593.0,198.31,0.10294771968854283,Long-Tail Stable Products
008686d56f4c85b987a4c24a286834c1,bed_bath_table,1,1,1,207.0,24.32,207.0,207.0,24.32,5.0,1.0,28.727395833333333,2200.0,11840.0,1.0,216.0,231.32,0.11748792270531401,Long-Tail Stable Products
00878d953636afec00d3e85d55a12e7f,health_beauty,10,10,1,1000.0,228.4,100.0,100.0,22.84,4.2,0.2,13.34690625,2550.0,39900.0,4.0,1631.0,1228.4,0.2284,Star Revenue Products
008b0ec3de3638637099f97add750136,health_beauty,1,1,1,69.49,19.46,69.49,69.49,19.46,5.0,0.0,13.182199074074074,690.0,3757.0,1.0,516.0,88.94999999999999,0.28004029356741983,Long-Tail Stable Products
008b51e6be49ee039854b5e35c331b02,watches_gifts,1,1,1,270.9,52.62,270.9,270.9,52.62,4.0,0.0,25.08244212962963,633.0,3876.0,2.0,676.0,323.52,0.19424141749723145,Long-Tail Stable Products
008cff0e5792219fae03e570f980b330,sports_leisure,22,20,1,3054.88,567.25,138.85818181818183,134.99,25.78409090909091,4.363636363636363,0.045454545454545456,11.987773042929293,1550.0,16000.0,5.0,1735.0,3622.13,0.1856865081443461,Star Revenue Products
00905d58c87afcbce21420b3712cacaa,bed_bath_table,5,5,1,799.5,86.03999999999999,159.9,159.9,17.208,5.0,0.2,6.963469907407408,3875.0,23736.0,1.0,253.0,885.54,0.10761726078799248,Star Revenue Products
00917855135d67fb060dcd81863166a4,computers_accessories,1,1,1,39.9,18.23,39.9,39.9,18.23,4.0,0.0,11.737175925925927,1133.0,2816.0,1.0,197.0,58.129999999999995,0.4568922305764411,Logistics-Sensitive Products
0091d85023824de2d33252310c952307,housewares,2,2,1,298.66,45.2,149.33,149.33,22.6,4.0,0.0,9.400827546296295,450.0,4224.0,4.0,169.0,343.86,0.15134266389874773,Long-Tail Stable Products
00929aaa7751a77220db9caa1ae6d3ab,housewares,1,1,1,29.9,19.84,29.9,29.9,19.84,4.0,0.0,9.548599537037036,2800.0,26250.0,2.0,279.0,49.739999999999995,0.6635451505016723,Logistics-Sensitive Products
0092a9e1c8a471753ed7ffa7eef5086e,health_beauty,3,3,1,134.7,55.8,44.9,44.9,18.599999999999998,5.0,0.0,9.422800925925927,350.0,4096.0,1.0,1411.0,190.5,0.4142538975501114,High-Volume Value Products
00989337a1916a0055eedd1fdb35eb53,furniture_decor,2,2,1,37.5,34.14,18.75,18.75,17.07,4.0,0.0,16.155225694444447,800.0,2200.0,1.0,373.0,71.64,0.9104,Logistics-Sensitive Products
009af1277432f1a05742df69cdf72d1e,toys,7,7,1,404.5,99.68,57.785714285714285,59.9,14.24,4.0,0.14285714285714285,13.570788690476192,700.0,14000.0,3.0,916.0,504.18,0.24642768850432634,High-Volume Value Products
009c09f439988bc06a93d6b8186dce73,perfumery,1,1,1,132.4,14.05,132.4,132.4,14.05,5.0,0.0,13.855092592592593,150.0,8000.0,3.0,991.0,146.45000000000002,0.1061178247734139,Long-Tail Stable Products
009df2b0bc078648fc4f5898de8cabff,auto,1,1,1,949.9,102.46,949.9,949.9,102.46,5.0,1.0,27.877037037037038,23250.0,20000.0,1.0,916.0,1052.36,0.10786398568270344,Star Revenue Products
00a0db09dc7c94d512ec51900141ed69,computers_accessories,1,1,1,49.99,15.1,49.99,49.99,15.1,5.0,0.0,14.559965277777778,400.0,2415.0,3.0,338.0,65.09,0.30206041208241646,Long-Tail Stable Products
00a8c742ae1da97e9064205459977e6c,computers_accessories,1,1,1,14.99,14.1,14.99,14.99,14.1,4.0,0.0,12.747256944444445,150.0,4784.0,1.0,581.0,29.09,0.9406270847231487,Logistics-Sensitive Products
00a985c524adbb97a4211e4ce17aabec,telephony,1,1,1,24.99,12.84,24.99,24.99,12.84,2.0,0.0,7.186400462962963,250.0,816.0,3.0,734.0,37.83,0.5138055222088835,Logistics-Sensitive Products
00aa70fd749f3b9ce8ca4bc914a9e7b1,furniture_decor,2,1,1,17.46,38.1,8.73,8.73,19.05,2.0,0.0,22.141331018518517,700.0,4096.0,1.0,345.0,55.56,2.1821305841924397,Logistics-Sensitive Products
00ab8a8b9fe219511dc3f178c6d79698,unknown,8,6,1,729.92,152.60000000000002,91.24,89.99,19.075000000000003,3.375,0.0,7.958987268518519,2100.0,45000.0,1.0,595.0,882.52,0.20906400701446737,Quality-Risk Products
00ae7076313576f94d9107599d79a978,sports_leisure,3,3,1,269.70000000000005,52.07,89.90000000000002,89.9,17.356666666666666,4.0,0.0,12.954286265432097,600.0,11616.0,1.0,440.0,321.77000000000004,0.19306637004078603,Long-Tail Stable Products
00b264091d1c8df03976c3f3b176b35c,auto,1,1,1,129.01,19.0,129.01,129.01,19.0,5.0,0.0,7.921666666666667,250.0,4096.0,2.0,351.0,148.01,0.14727540500736377,Long-Tail Stable Products
00b4155166f994ba9da3cf001eb80505,housewares,1,1,1,94.0,23.46,94.0,94.0,23.46,5.0,0.0,3.708645833333333,1125.0,9660.0,4.0,786.0,117.46000000000001,0.2495744680851064,Long-Tail Stable Products
00b782074a5ec523bf31951b4935d572,telephony,1,1,1,66.0,15.21,66.0,66.0,15.21,5.0,0.0,14.100347222222222,250.0,880.0,2.0,319.0,81.21000000000001,0.23045454545454547,Long-Tail Stable Products
00ba6d766f0b1d7b78a5ce3e1e033263,housewares,16,11,1,737.9,314.88,46.11875,47.49,19.68,3.6875,0.0,9.004407552083332,7850.0,48608.0,1.0,418.0,1052.78,0.4267244884130641,High-Volume Value Products
00baba5b58e274d0332a0c8a0a66f877,perfumery,11,11,1,526.9,157.17,47.9,47.9,14.288181818181817,4.090909090909091,0.09090909090909091,14.225381944444445,200.0,1512.0,4.0,406.0,684.0699999999999,0.29829189599544503,Star Revenue Products
00bb62ea3729537a687c3fddcd123662,auto,2,1,1,537.76,100.82,268.88,268.88,50.41,4.0,0.0,7.990543981481482,12100.0,72000.0,3.0,1241.0,638.5799999999999,0.18748140434394525,Star Revenue Products
00bc6e6d4ceb98ec7ed058b0a243a8b9,christmas_supplies,1,1,1,16.56,15.1,16.56,16.56,15.1,5.0,0.0,13.932511574074073,200.0,1936.0,1.0,249.0,31.659999999999997,0.9118357487922706,Logistics-Sensitive Products
00be617b58175bf207fd35910d5097a4,bed_bath_table,5,5,1,244.5,117.11,48.9,48.9,23.422,3.75,0.2,15.809136574074074,900.0,23625.0,1.0,396.0,361.61,0.47897750511247444,High-Volume Value Products
00c1e6d55fe174bfbb179257255e49bb,cool_stuff,1,1,1,146.65,18.91,146.65,146.65,18.91,3.0,0.0,11.440613425925926,187.0,3094.0,1.0,1027.0,165.56,0.12894647118990793,Quality-Risk Products
00c3e35b00dd00ab864d4a94c1b97e66,perfumery,2,2,1,199.98,26.17,99.99,99.99,13.085,5.0,0.0,7.091487268518518,512.0,6480.0,4.0,596.0,226.14999999999998,0.1308630863086309,Long-Tail Stable Products
00c407e056c74eb8040a1233ca6da16f,stationery,1,1,1,84.9,18.47,84.9,84.9,18.47,5.0,0.0,15.206342592592593,650.0,14700.0,2.0,183.0,103.37,0.21755005889281503,Long-Tail Stable Products
00c744ca2f3b0e76ce227b146095d3f9,toys,1,1,1,33.9,15.65,33.9,33.9,15.65,5.0,0.0,8.189166666666667,350.0,4335.0,1.0,569.0,49.55,0.4616519174041298,Logistics-Sensitive Products
00c794371af4dc7c5b6ba3ef913556bb,fixed_telephony,1,1,1,10.9,14.52,10.9,10.9,14.52,4.0,0.0,7.1967592592592595,150.0,832.0,4.0,326.0,25.42,1.3321100917431192,Logistics-Sensitive Products
00cc15e0cef551848c797ab75ba904b1,watches_gifts,1,1,1,749.99,19.0,749.99,749.99,19.0,5.0,0.0,9.334641203703704,300.0,2850.0,1.0,596.0,768.99,0.025333671115614874,Star Revenue Products
00d2add85b1f5aba6bb3d5d977314e25,home_construction,2,2,1,702.11,115.99,351.055,351.055,57.995,3.0,0.0,22.607644675925926,9050.0,40768.0,1.0,935.0,818.1,0.1652020338693367,Quality-Risk Products
00d2fa6f2a87633084c8e0400d41a65a,bed_bath_table,1,1,1,113.9,34.28,113.9,113.9,34.28,3.0,0.0,5.432164351851852,18550.0,85050.0,1.0,312.0,148.18,0.3009657594381036,Quality-Risk Products
00d363b8c14bb9a6c73febc4c42acf47,consoles_games,1,1,1,19.9,10.96,19.9,19.9,10.96,4.0,0.0,9.132789351851851,200.0,2816.0,2.0,998.0,30.86,0.5507537688442212,Logistics-Sensitive Products
00d51a45854ebce28acda79f414388ee,housewares,1,1,1,31.9,7.71,31.9,31.9,7.71,5.0,0.0,1.4280092592592593,225.0,896.0,1.0,857.0,39.61,0.24169278996865204,Long-Tail Stable Products
00d62b338366db4c4aec8547ea8f928e,unknown,1,1,1,29.9,15.1,29.9,29.9,15.1,5.0,0.0,14.089085648148147,400.0,1440.0,1.0,595.0,45.0,0.5050167224080268,Logistics-Sensitive Products
00d62d0388b0786d730a1aaed91c0ae0,furniture_decor,1,1,1,13.9,11.85,13.9,13.9,11.85,5.0,0.0,14.013472222222223,300.0,9600.0,1.0,646.0,25.75,0.8525179856115107,Logistics-Sensitive Products
00d93a09990b319a7c946ed7a8c67656,furniture_decor,1,1,1,169.9,26.03,169.9,169.9,26.03,2.0,0.0,19.429513888888888,3400.0,17472.0,8.0,197.0,195.93,0.15320776927604474,Quality-Risk Products
00dc8a1b2de45a7fca5921544e5f351d,computers_accessories,1,1,1,83.99,38.14,83.99,83.99,38.14,5.0,0.0,9.843113425925926,1550.0,12138.0,6.0,1202.0,122.13,0.4541016787712823,Long-Tail Stable Products
00ddaddbe03b7103d80daee96892363f,telephony,1,1,1,26.99,7.78,26.99,26.99,7.78,5.0,0.0,4.461886574074074,200.0,836.0,1.0,600.0,34.769999999999996,0.2882549092256392,Long-Tail Stable Products
00de606a5dda99c2499f94ef18282977,auto,1,1,1,118.8,15.14,118.8,118.8,15.14,5.0,1.0,9.076631944444445,1650.0,15840.0,5.0,642.0,133.94,0.12744107744107744,Long-Tail Stable Products
00de7f393d962717eeeb2d7131a40dba,telephony,15,11,1,1524.5,284.28,101.63333333333334,97.9,18.951999999999998,3.1333333333333333,0.06666666666666667,20.366739197530865,300.0,960.0,2.0,816.0,1808.78,0.18647425385372252,Quality-Risk Products
00df6fc5f33cc3f7ceec4ec6337d9cd7,watches_gifts,1,1,1,999.99,15.19,999.99,999.99,15.19,5.0,0.0,9.793888888888889,500.0,5100.0,3.0,314.0,1015.1800000000001,0.015190151901519015,Star Revenue Products
00e040fed5fb843e28740181ddca3521,telephony,1,1,1,21.99,7.78,21.99,21.99,7.78,5.0,0.0,9.216157407407408,400.0,816.0,3.0,477.0,29.77,0.3537971805366076,Long-Tail Stable Products
00e2784f846618842151d40ec730ece0,furniture_decor,1,1,1,109.9,13.11,109.9,109.9,13.11,5.0,0.0,6.6399537037037035,800.0,24276.0,1.0,914.0,123.01,0.11929026387625112,Long-Tail Stable Products
00e32638060f6356e6f00749dc466b5c,sports_leisure,7,7,1,699.0,131.41,99.85714285714286,99.0,18.77285714285714,4.142857142857143,0.0,16.521020171957673,7050.0,42000.0,2.0,561.0,830.41,0.18799713876967095,Star Revenue Products
00e41fb1706dc56cc3bbdd2c1d6df362,furniture_decor,1,1,1,24.9,11.85,24.9,24.9,11.85,4.0,0.0,9.628136574074073,500.0,24000.0,1.0,314.0,36.75,0.47590361445783136,Logistics-Sensitive Products
00e437f5e55fc5a62e4ef2f84f41b5fb,furniture_decor,1,1,1,9.9,37.04,9.9,9.9,37.04,5.0,0.0,14.213414351851851,550.0,6000.0,1.0,139.0,46.94,3.741414141414141,Logistics-Sensitive Products
00e4ded51458037ecda216453eb79d3c,computers_accessories,1,1,1,130.0,38.46,130.0,130.0,38.46,5.0,0.0,14.394988425925925,1400.0,9375.0,3.0,978.0,168.46,0.29584615384615387,Long-Tail Stable Products
00e62bcf9337ca4c5d5b4c5c8188f8d2,health_beauty,1,1,1,208.69,16.56,208.69,208.69,16.56,1.0,0.0,7.450694444444444,700.0,4059.0,3.0,827.0,225.25,0.07935214912070535,Quality-Risk Products
00e928700d549c4173b1bf631ca30abf,sports_leisure,1,1,1,55.9,42.42,55.9,55.9,42.42,5.0,1.0,35.07222222222222,300.0,900.0,2.0,294.0,98.32,0.7588550983899821,Logistics-Sensitive Products
00efb9a8ce0cf3b2f37892ab003edc10,sports_leisure,1,1,1,289.9,22.52,289.9,289.9,22.52,1.0,1.0,32.559953703703705,2217.0,80605.0,4.0,753.0,312.41999999999996,0.07768195929630908,Quality-Risk Products
00f179926ae5965cd6ff548d765d8a61,computers_accessories,3,3,2,47.67,54.46,15.89,15.9,18.153333333333332,5.0,0.0,16.95454089506173,133.0,1224.0,3.0,674.0,102.13,1.1424375917767988,High-Volume Value Products
00f2fa1c4397392f20e5627e3220accd,housewares,1,1,1,99.99,58.78,99.99,99.99,58.78,5.0,0.0,11.356006944444445,7850.0,48100.0,3.0,691.0,158.76999999999998,0.5878587858785879,Logistics-Sensitive Products
00f42e56821b1779fbf397fe72639054,furniture_decor,2,2,1,199.98,36.65,99.99,99.99,18.325,2.5,0.0,6.969554398148149,750.0,25000.0,1.0,655.0,236.63,0.18326832683268326,Quality-Risk Products
00f8c37377b038c9c791128d2f928111,electronics,2,2,2,40.8,21.49,20.4,20.4,10.745,3.0,0.5,28.36740162037037,100.0,4845.0,1.0,302.0,62.28999999999999,0.5267156862745098,Logistics-Sensitive Products
00faa46f36261af8bbf3a4d37fa4841b,fashion_bags_accessories,10,10,1,2800.0,214.56,280.0,270.0,21.456,4.6,0.0,14.954171296296295,100.0,2646.0,1.0,293.0,3014.56,0.07662857142857143,Star Revenue Products
00fd6afd95fe066db8433832180a5369,telephony,1,1,1,1502.93,17.78,1502.93,1502.93,17.78,5.0,0.0,6.191296296296296,299.0,2002.0,4.0,1654.0,1520.71,0.011830224960577007,Star Revenue Products
00fefaf41156bb4b0d850fb27da97897,sports_leisure,5,5,2,69.95,60.07,13.99,13.49,12.014,4.8,0.0,5.80005324074074,100.0,6480.0,3.0,3231.0,130.02,0.8587562544674767,High-Volume Value Products
00ffe57f0110d73fd84d162252b2c784,housewares,1,1,1,179.98,12.46,179.98,179.98,12.46,4.0,0.0,9.534965277777777,16000.0,352.0,1.0,1877.0,192.44,0.06922991443493723,Long-Tail Stable Products
0103208eb1ea5a1a7359c0251a65e37a,toys,1,1,1,759.9,32.27,759.9,759.9,32.27,5.0,0.0,6.990787037037037,1600.0,20825.0,7.0,2209.0,792.17,0.04246611396236347,Star Revenue Products
0103863bf3441460142ec23c74388e4c,unknown,1,1,1,27.3,34.15,27.3,27.3,34.15,1.0,1.0,45.38211805555556,200.0,352.0,1.0,595.0,61.45,1.250915750915751,Logistics-Sensitive Products
