Cluster,Total_Revenue,Total_Orders,Average_Order_Value
0,75.94920408065825,1.0,75.94920408065825
1,530.676331786543,1.0,530.676331786543
2,205.474082278481,2.0968354430379748,98.28176030509574
3,2068.7227475247523,1.0272277227722773,2029.0766584158416
