CohortMonth,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20
2016-09,1.0,,,,,,,,,,,,,,,,,,
2016-10,1.0,,,,,,0.0043859649122807015,,,,,,,0.0043859649122807015,,,,,0.0043859649122807015
2016-12,1.0,,,,,,,,,,,,,,,,,,
2017-01,1.0,,0.0018552875695732839,0.0018552875695732839,0.0037105751391465678,,0.0018552875695732839,0.0018552875695732839,0.0018552875695732839,,,,0.0037105751391465678,0.0018552875695732839,,,0.0018552875695732839,0.0055658627087198514,
2017-02,1.0,0.0024057738572574178,0.0016038492381716118,0.0008019246190858059,0.0048115477145148355,,0.0024057738572574178,0.0008019246190858059,0.0016038492381716118,0.0024057738572574178,0.0016038492381716118,0.0024057738572574178,0.0016038492381716118,0.0016038492381716118,0.0016038492381716118,,0.0008019246190858059,0.0016038492381716118,
2017-03,1.0,0.0031364349189754314,0.0031364349189754314,0.0026136957658128594,0.0005227391531625719,0.0020909566126502874,0.0005227391531625719,0.0015682174594877157,0.0031364349189754314,0.0010454783063251437,0.0015682174594877157,0.0010454783063251437,0.0015682174594877157,0.0010454783063251437,0.0015682174594877157,0.0010454783063251437,0.0010454783063251437,0.0015682174594877157,
2017-04,1.0,0.0035587188612099642,0.0017793594306049821,0.0011862396204033216,0.002372479240806643,0.0011862396204033216,0.002372479240806643,0.0011862396204033216,0.002372479240806643,0.0011862396204033216,0.0029655990510083037,0.0011862396204033216,0.0011862396204033216,,0.0005931198102016608,,0.0017793594306049821,,
2017-05,1.0,0.003125,0.00546875,0.003125,0.002734375,0.00078125,0.00390625,0.001171875,0.00234375,0.002734375,0.001171875,0.003125,0.001953125,0.000390625,0.00078125,0.001953125,,,
2017-06,1.0,0.003963011889035667,0.002642007926023778,0.0017613386173491853,0.002201673271686482,0.0030823425803610744,0.001321003963011889,0.002201673271686482,0.0008806693086745927,0.0017613386173491853,0.002201673271686482,0.002201673271686482,0.002201673271686482,0.00044033465433729633,0.0008806693086745927,,,,
2017-07,1.0,0.005341880341880342,0.002492877492877493,0.0017806267806267807,0.002136752136752137,0.0014245014245014246,0.002136752136752137,0.0014245014245014246,0.0014245014245014246,0.0014245014245014246,0.0017806267806267807,0.002136752136752137,0.0014245014245014246,0.0017806267806267807,,,,,
2017-08,1.0,0.005655355954757153,0.00166333998669328,0.0013306719893546241,0.0026613439787092482,0.004324683965402528,0.002328675981370592,0.002328675981370592,0.00166333998669328,0.000998003992015968,0.0013306719893546241,0.00166333998669328,0.0006653359946773121,,,,,,
2017-09,1.0,0.005112474437627812,0.0027266530334014998,0.0013633265167007499,0.0027266530334014998,0.0013633265167007499,0.002044989775051125,0.002044989775051125,0.0023858214042263124,0.0013633265167007499,0.0017041581458759373,,,,,,,,
2017-10,1.0,0.004964318957493019,0.0015513496742165685,,0.000930809804529941,0.0015513496742165685,0.0012410797393732546,0.0021718895439031957,0.0021718895439031957,0.000930809804529941,0.0015513496742165685,,,,,,,,
2017-11,1.0,0.0041650889814464215,0.0035971223021582736,0.0015145778114350624,0.0015145778114350624,0.0007572889057175312,0.0005679666792881485,0.001135933358576297,0.0015145778114350624,0.0007572889057175312,,,,,,,,,
2017-12,1.0,0.0012745347947998981,0.0015294417537598777,0.002803976548559776,0.0010196278358399185,0.0010196278358399185,0.0017843487127198571,0.0005098139179199592,0.0022941626306398166,,,,,,,,,,
2018-01,1.0,0.0031608060055314103,0.0019755037534571317,0.002370604504148558,0.001382852627419992,0.0017779533781114183,0.001382852627419992,0.0015804030027657052,,,,,,,,,,,
2018-02,1.0,0.003871800387180039,0.0017208001720800173,0.0023661002366100236,0.0019359001935900194,0.0023661002366100236,0.0010755001075500108,,,,,,,,,,,,
2018-03,1.0,0.0036239178578618887,0.002214616468693376,0.0026172740084558083,0.0014093013891685123,0.0004026575397624321,,,,,,,,,,,,,
2018-04,1.0,0.004601547793348672,0.0025099351600083664,0.0018824513700062748,0.0016732901066722444,,,,,,,,,,,,,,
2018-05,1.0,0.003536509257333056,0.002288329519450801,0.0018722696068233825,,,,,,,,,,,,,,,
2018-06,1.0,0.003291794027745121,0.0025864095932283094,,,,,,,,,,,,,,,,
2018-07,1.0,0.006320541760722348,0.0002257336343115124,,,,,,,,,,,,,,,,
2018-08,1.0,0.0006603565925599824,0.00022011886418666079,,,,,,,,,,,,,,,,
2018-09,1.0,,,,,,,,,,,,,,,,,,
2018-10,1.0,,,,,,,,,,,,,,,,,,
